1	2.68
2	3.07
3	4.90
4	3.36
5	2.57
6	0.73
7	4.81
8	0.37
9	2.62
10	1.30
11	0.03
12	4.50
13	1.87
14	2.21
15	4.10
16	3.98
17	0.74
18	4.07
19	2.73
20	1.38
21	1.32
22	0.51
23	4.15
24	4.45
25	4.88
26	0.94
27	0.33
28	3.92
29	2.73
30	3.92
31	4.79
32	4.93
33	1.56
34	1.66
35	4.41
36	1.69
37	4.00
38	0.30
39	1.89
40	1.99
41	4.97
42	1.59
43	2.23
44	3.76
45	4.40
46	3.48
47	1.12
48	0.71
49	2.34
50	0.78
51	0.44
52	2.74
53	2.53
54	1.93
55	0.57
56	4.03
57	1.18
58	4.29
59	2.03
60	3.53
61	3.36
62	3.02
63	3.78
64	2.52
65	0.30
66	2.83
67	3.60
68	3.41
69	1.60
70	2.48
71	0.99
72	1.86
73	2.89
74	3.72
75	1.64
76	1.56
77	0.44
78	4.85
79	2.76
80	1.71
81	0.85
82	3.81
83	2.33
84	2.28
85	0.49
86	1.89
87	1.20
88	0.82
89	1.18
90	1.74
91	0.83
92	2.22
93	0.33
94	2.32
95	0.50
96	4.41
97	1.26
98	3.81
