1	3.90
2	4.49
3	2.96
4	2.10
5	1.52
6	4.13
7	0.67
8	0.27
9	3.21
10	0.71
11	2.41
12	1.02
13	2.03
14	3.48
15	0.62
16	0.69
17	3.95
18	0.39
19	3.09
20	0.99
21	4.77
22	4.52
23	4.36
24	3.31
25	1.10
26	3.21
27	4.46
28	0.87
29	2.30
30	3.97
31	1.30
32	4.50
33	3.50
34	2.94
35	4.11
36	0.97
37	4.08
38	1.64
39	0.97
40	1.50
41	4.56
42	2.30
43	4.44
44	4.08
45	4.70
46	4.99
47	0.42
48	4.80
49	4.02
50	1.86
51	1.86
52	2.05
53	1.61
54	4.75
55	0.09
56	2.00
57	0.46
58	2.33
59	3.38
60	0.13
61	2.68
62	1.48
63	3.99
64	0.94
65	0.60
66	0.64
67	1.97
68	2.32
69	0.23
70	4.06
71	0.88
72	0.91
73	2.48
74	1.55
75	3.15
76	2.26
77	4.28
78	2.70
79	4.71
80	2.15
81	1.08
82	2.81
83	1.63
84	0.49
85	4.17
86	4.85
