1	0.22
2	1.81
3	2.85
4	0.47
5	2.35
6	1.96
7	0.45
8	1.84
9	2.15
10	0.69
11	0.17
12	3.95
13	2.31
14	0.20
15	1.13
16	4.51
17	2.76
18	3.62
19	1.28
20	2.76
21	1.83
22	3.63
23	4.88
24	2.40
25	4.31
26	3.33
27	2.60
28	1.74
29	4.69
30	1.74
31	1.34
32	4.01
33	4.37
34	4.16
35	2.30
36	2.66
37	4.86
38	4.78
39	2.22
40	0.05
41	4.41
42	4.75
43	3.66
44	2.43
45	4.38
46	3.94
47	2.45
48	0.48
49	2.20
50	3.23
51	1.71
52	2.20
53	1.98
54	1.85
55	3.98
56	4.00
57	4.76
58	0.99
59	0.02
60	1.01
61	4.78
62	0.18
63	0.06
64	4.76
65	4.62
66	2.43
67	0.75
68	4.35
69	1.43
70	2.43
71	3.46
72	1.89
73	3.52
74	4.22
75	2.40
76	4.06
77	1.34
78	0.93
79	3.87
80	4.08
81	3.75
82	4.05
83	0.87
84	2.10
85	1.16
86	3.81
