1	0.94
2	1.31
3	3.05
4	3.66
5	0.96
6	3.27
7	2.96
8	3.39
9	3.31
10	3.06
11	0.52
12	2.66
13	3.87
14	4.02
15	2.47
16	1.64
17	4.54
18	1.02
19	2.06
20	0.06
21	3.61
22	4.47
23	4.84
24	2.20
25	1.29
26	0.11
27	1.82
28	4.09
29	2.04
30	3.11
31	2.08
32	0.98
33	3.51
34	3.00
35	0.98
36	4.88
37	4.19
38	3.39
39	1.63
40	1.69
41	3.06
42	3.53
43	4.30
44	4.79
45	4.18
46	1.45
47	2.73
48	1.84
49	3.52
50	1.89
51	1.01
52	4.30
53	2.91
54	0.46
55	1.88
56	4.25
57	2.63
58	3.82
59	4.88
60	1.30
61	0.00
62	4.52
63	2.64
64	2.65
65	0.76
66	2.79
67	4.13
68	2.91
69	3.41
70	1.56
71	1.20
72	0.99
73	4.23
74	0.08
75	3.29
76	0.02
77	1.68
78	0.89
79	0.31
80	2.44
81	4.28
82	4.04
