1	1.30
2	2.30
3	0.84
4	1.47
5	0.04
6	1.88
7	4.56
8	0.88
9	1.66
10	0.18
11	0.29
12	3.19
13	0.38
14	2.49
15	1.79
16	0.69
17	1.48
18	1.23
19	1.96
20	3.22
21	3.05
22	2.42
23	1.61
24	1.48
25	3.55
26	0.12
27	4.75
28	1.03
29	2.43
30	4.76
31	4.13
32	2.32
33	1.47
34	2.55
35	2.73
36	3.79
37	0.56
38	0.97
39	2.37
40	0.02
41	2.12
42	4.50
43	3.29
44	1.43
45	4.33
46	0.10
47	4.03
48	0.13
49	4.87
50	4.25
51	3.74
52	3.24
53	2.63
54	1.33
55	0.42
56	1.52
57	1.72
58	3.32
59	1.22
60	0.35
61	3.51
62	1.53
63	2.66
64	4.36
65	4.21
66	4.09
67	1.89
68	4.47
69	2.54
70	1.48
71	1.79
72	2.58
