1	2.40
2	1.82
3	3.20
4	3.16
5	1.52
6	2.21
7	2.82
8	1.70
9	0.56
10	4.68
11	2.03
12	4.51
13	2.38
14	1.51
15	3.80
16	4.96
17	2.55
18	1.06
19	1.39
20	0.97
21	4.77
22	3.14
23	4.18
24	1.56
25	3.92
26	3.54
27	0.32
28	4.06
29	3.83
30	1.63
31	1.19
32	3.81
33	1.36
34	3.20
35	0.00
36	2.39
37	0.03
38	3.01
39	4.84
40	1.86
41	1.57
42	2.53
43	4.00
44	4.66
45	0.62
46	3.46
47	4.77
48	2.68
49	3.10
50	1.41
51	4.77
52	4.40
53	1.22
54	1.95
55	3.36
56	0.42
57	3.43
58	3.19
59	4.12
60	0.95
61	0.55
62	4.21
63	3.09
64	3.20
65	4.88
66	3.77
67	1.08
68	2.45
69	2.36
70	1.67
71	2.59
72	2.89
73	3.82
74	2.85
75	2.58
76	3.04
77	4.75
78	0.25
79	2.11
80	0.47
81	4.39
82	2.98
83	2.84
84	2.37
85	3.75
86	0.01
87	0.14
88	0.90
89	3.73
90	2.98
91	4.32
92	2.16
93	3.64
94	3.16
95	4.42
96	2.75
97	2.30
98	3.88
99	3.70
