1	3.75
2	2.34
3	3.35
4	2.69
5	1.39
6	2.73
7	3.98
8	2.84
9	4.88
10	1.05
11	1.67
12	1.35
13	2.77
14	4.73
15	3.91
16	4.80
17	4.36
18	4.07
19	3.90
20	0.78
21	0.75
22	0.36
23	2.39
24	2.55
25	3.23
26	4.78
27	1.31
28	4.68
29	2.30
30	0.02
31	4.86
32	0.62
33	3.20
34	3.87
35	2.87
36	4.62
37	0.64
38	1.08
39	1.41
40	4.37
41	0.56
42	1.83
43	2.62
44	2.26
45	1.42
46	2.70
47	3.75
48	3.02
49	0.57
50	3.50
51	0.31
52	1.73
53	3.74
54	1.15
55	3.77
56	1.58
57	1.38
58	4.37
59	2.33
60	2.61
61	0.99
62	1.31
63	1.40
64	2.74
65	3.22
66	0.15
67	1.25
68	0.08
69	2.47
70	1.14
71	0.65
72	0.86
73	4.38
74	2.03
75	3.39
76	4.91
77	3.27
78	2.39
79	4.08
80	1.67
81	2.10
82	1.35
83	0.48
84	2.64
