1	1.67
2	3.11
3	0.15
4	3.34
5	2.54
6	3.78
7	4.72
8	3.08
9	3.48
10	1.07
11	3.22
12	0.99
13	0.40
14	2.59
15	2.84
16	1.87
17	4.93
18	1.49
19	2.32
20	2.26
21	2.97
22	0.61
23	3.19
24	1.26
25	4.27
26	4.15
27	1.72
28	4.27
29	4.86
30	2.97
31	1.32
32	1.76
33	1.50
34	0.12
35	1.30
36	2.79
37	3.69
38	3.69
39	0.73
40	3.14
41	4.32
42	0.19
43	0.26
44	0.59
45	3.86
46	2.50
47	0.28
48	0.34
49	1.67
50	2.37
51	0.88
52	1.86
53	4.43
54	4.24
55	2.20
56	3.81
57	3.23
58	3.02
59	3.83
60	2.43
61	0.23
62	0.57
63	2.82
64	4.76
65	4.84
66	2.08
67	2.64
68	1.63
69	1.90
70	0.52
71	4.33
72	1.87
73	0.98
