1	4.58
2	2.01
3	1.86
4	2.14
5	0.82
6	3.68
7	1.98
8	0.38
9	3.65
10	1.82
11	2.13
12	2.58
13	2.22
14	0.58
15	2.29
16	2.24
17	1.13
18	0.75
19	2.92
20	3.74
21	3.14
22	1.33
23	2.47
24	4.04
25	1.84
26	4.06
27	4.12
28	3.82
29	3.65
30	3.59
31	4.42
32	1.70
33	4.89
34	1.75
35	2.57
36	4.93
37	2.70
38	4.55
39	1.24
40	1.02
41	4.61
42	3.95
43	1.15
44	2.43
45	0.65
46	4.40
47	3.79
48	0.41
49	2.69
50	0.46
51	3.61
52	4.57
53	0.38
54	2.55
55	3.32
56	1.27
57	4.16
58	1.92
59	3.32
60	2.63
61	0.52
62	4.63
63	3.73
64	1.96
65	1.52
66	1.12
67	0.33
