1	0.55
2	3.96
3	3.51
4	3.52
5	1.76
6	4.35
7	4.94
8	2.39
9	0.45
10	3.55
11	1.35
12	2.32
13	1.13
14	1.26
15	1.43
16	2.09
17	4.38
18	2.57
19	1.75
20	4.89
21	1.48
22	4.85
23	4.86
24	1.51
25	3.93
26	1.91
27	2.65
28	4.26
29	4.63
30	1.43
31	1.40
32	3.26
33	2.36
34	1.00
35	2.12
36	2.50
37	2.59
38	0.73
39	1.26
40	3.68
41	0.36
42	0.61
43	2.43
44	1.77
45	0.13
46	3.52
47	3.63
48	1.87
49	3.09
50	0.01
51	2.93
52	3.65
53	4.14
54	4.48
55	2.35
56	0.32
57	4.61
58	2.78
59	0.75
60	1.04
61	0.97
62	4.78
63	1.45
64	2.01
65	1.44
66	1.56
67	3.82
68	3.26
69	4.66
70	0.55
71	1.04
72	0.29
73	3.78
74	3.23
75	2.55
76	1.39
77	4.71
78	4.28
79	0.32
80	4.15
81	3.78
82	2.42
83	2.43
84	1.80
85	3.84
86	2.76
87	0.71
88	2.45
89	1.77
90	2.47
91	1.28
92	2.46
