1	2.55
2	0.13
3	0.55
4	0.93
5	3.31
6	4.77
7	2.28
8	0.63
9	0.33
10	1.44
11	4.40
12	2.49
13	4.60
14	2.12
15	2.44
16	0.73
17	1.11
18	4.13
19	0.69
20	1.57
21	3.37
22	1.66
23	1.46
24	0.61
25	3.27
26	4.85
27	3.13
28	4.62
29	3.73
30	4.86
31	4.86
32	0.37
33	3.73
34	1.52
35	0.70
36	1.95
37	3.83
38	1.87
39	0.40
40	4.05
41	2.77
42	3.87
43	4.64
44	0.69
45	4.81
46	4.12
47	2.13
48	2.23
49	4.76
50	1.94
51	2.04
52	3.86
53	2.46
54	0.05
55	4.99
56	4.58
57	0.98
58	2.94
59	2.08
60	3.78
61	2.87
62	4.89
63	2.03
64	1.53
65	1.51
66	3.35
67	2.44
68	4.35
69	0.23
70	1.95
