1	3.61
2	3.94
3	2.99
4	1.61
5	0.62
6	4.94
7	4.70
8	0.64
9	1.63
10	3.55
11	1.19
12	4.35
13	3.07
14	4.27
15	0.08
16	2.43
17	2.25
18	1.01
19	0.59
20	0.07
21	1.35
22	2.52
23	0.84
24	0.25
25	2.39
26	1.29
27	2.74
28	1.50
29	3.75
30	4.69
31	4.54
32	1.75
33	2.97
34	3.18
35	1.38
36	4.80
37	3.48
38	1.55
39	1.30
40	3.68
41	0.23
42	0.49
43	2.41
44	1.03
45	4.96
46	2.10
47	1.84
48	0.19
49	1.80
50	4.78
51	3.12
52	1.46
53	2.49
54	4.40
55	1.27
56	1.89
57	3.33
58	0.94
59	3.99
60	3.41
61	2.55
62	1.46
63	2.52
64	2.85
65	2.03
66	2.94
67	2.66
68	4.40
69	2.03
70	0.42
71	4.74
72	4.18
73	0.50
74	3.85
75	0.72
76	3.71
77	1.07
78	4.50
79	2.85
80	3.66
81	4.76
82	4.77
83	0.56
84	1.64
85	0.28
86	3.14
87	1.19
88	2.59
89	2.20
90	4.26
91	0.45
92	3.19
93	3.49
94	2.49
95	4.95
96	1.87
97	1.06
