1	4.32
2	3.61
3	2.83
4	0.49
5	0.39
6	0.74
7	4.97
8	0.61
9	0.79
10	2.38
11	4.81
12	0.07
13	1.42
14	2.93
15	2.29
16	1.79
17	0.07
18	1.34
19	1.92
20	1.96
21	0.52
22	3.78
23	1.35
24	4.61
25	1.51
26	0.10
27	0.97
28	1.43
29	3.92
30	3.48
31	3.71
32	1.65
33	3.63
34	2.10
35	3.25
36	4.96
37	2.41
38	4.85
39	1.65
40	3.66
41	1.16
42	3.08
43	4.14
44	3.83
45	2.75
46	3.17
47	4.40
48	3.90
49	1.03
50	0.85
51	3.24
52	2.81
53	3.68
54	0.70
55	1.97
56	3.77
57	3.79
58	0.89
59	4.22
60	4.06
61	3.44
62	1.19
63	1.11
64	0.17
65	3.18
66	3.90
67	4.84
68	2.28
69	2.26
70	1.00
71	4.90
72	1.63
73	2.69
74	2.43
75	4.02
76	3.84
77	4.37
78	4.59
79	2.97
80	1.42
81	4.34
82	0.02
83	3.78
84	3.60
85	0.16
86	3.55
87	1.24
