1	3.60
2	2.96
3	0.08
4	0.21
5	4.18
6	4.41
7	4.40
8	0.08
9	3.09
10	3.05
11	3.97
12	0.53
13	2.55
14	3.43
15	3.73
16	0.90
17	1.24
18	2.30
19	0.53
20	4.84
21	2.30
22	2.27
23	2.23
24	0.10
25	4.20
26	2.20
27	4.28
28	3.10
29	1.60
30	2.70
31	0.39
32	2.06
33	4.81
34	0.52
35	1.35
36	2.76
37	1.79
38	1.80
39	0.41
40	3.75
41	0.76
42	4.82
43	4.04
44	3.30
45	4.57
46	4.11
47	3.96
48	3.30
49	0.40
50	4.32
51	4.54
52	1.35
53	3.61
54	3.19
55	4.78
56	0.39
57	0.22
58	0.16
59	4.68
60	1.50
61	0.53
62	3.40
63	4.05
64	4.17
65	4.60
66	0.34
67	0.24
68	4.49
69	1.43
70	3.63
71	2.16
72	1.18
73	4.59
74	1.81
75	4.17
76	0.60
77	1.09
78	1.24
79	2.37
80	1.53
81	3.63
82	3.58
