1	1.17
2	0.87
3	0.93
4	4.34
5	2.31
6	4.69
7	2.94
8	2.04
9	2.06
10	0.18
11	2.32
12	1.91
13	3.31
14	0.84
15	1.25
16	1.70
17	0.37
18	0.71
19	2.07
20	1.84
21	3.70
22	0.22
23	2.19
24	1.66
25	0.93
26	1.69
27	4.80
28	2.83
29	1.49
30	0.50
31	2.89
32	4.95
33	2.21
34	0.09
35	3.72
36	3.53
37	1.55
38	2.28
39	3.15
40	3.75
41	0.17
42	4.44
43	3.71
44	1.12
45	1.63
46	1.40
47	3.27
48	1.55
49	1.94
50	2.69
51	0.71
52	3.60
53	3.19
54	4.80
55	3.25
56	4.99
57	2.02
58	3.76
59	0.29
60	3.36
61	0.05
62	0.34
63	1.75
64	3.71
65	4.60
66	3.40
67	4.56
68	0.46
69	4.44
70	1.83
71	4.68
72	2.17
73	2.13
74	1.60
75	2.55
76	0.69
77	0.89
78	2.04
79	4.18
80	4.08
81	1.33
82	4.63
83	0.91
84	4.30
85	0.00
86	2.53
87	0.35
88	1.09
89	4.26
90	1.53
91	2.47
92	2.90
93	0.21
94	0.63
95	4.06
96	3.85
97	3.05
98	0.62
