1	0.87
2	0.30
3	0.60
4	1.64
5	0.95
6	2.29
7	0.12
8	3.83
9	2.02
10	1.68
11	2.66
12	3.72
13	2.20
14	1.42
15	1.68
16	1.17
17	2.14
18	1.80
19	4.61
20	4.92
21	4.60
22	2.89
23	3.72
24	2.61
25	3.58
26	1.11
27	3.72
28	4.70
29	2.28
30	1.35
31	2.20
32	0.03
33	4.98
34	4.50
35	0.49
36	2.59
37	1.93
38	3.21
39	4.58
40	3.62
41	2.53
42	4.92
43	2.87
44	3.27
45	1.03
46	2.18
47	4.54
48	2.96
49	0.97
50	4.05
51	5.00
52	2.71
53	3.65
54	1.17
55	2.10
56	2.39
57	3.01
58	3.96
59	4.89
60	1.89
61	3.85
62	4.74
63	4.06
64	2.50
65	2.95
66	4.32
67	1.74
68	0.74
69	2.22
70	2.72
71	1.06
72	1.16
73	0.77
74	1.48
