1	0.90
2	0.98
3	0.46
4	3.23
5	2.53
6	4.42
7	0.84
8	1.40
9	0.87
10	3.69
11	0.30
12	4.01
13	2.84
14	1.28
15	3.39
16	4.49
17	3.28
18	2.87
19	0.40
20	1.16
21	3.46
22	4.74
23	4.97
24	4.49
25	2.06
26	3.30
27	3.53
28	1.00
29	3.83
30	0.98
31	2.51
32	4.45
33	0.98
34	3.19
35	1.10
36	1.22
37	2.12
38	3.52
39	1.96
40	1.16
41	4.16
42	2.53
43	4.15
44	3.86
45	2.74
46	0.59
47	2.68
48	2.91
49	2.13
50	1.60
51	1.36
52	1.89
53	1.59
54	1.94
55	0.83
56	1.46
57	0.59
58	3.44
59	1.23
60	0.85
61	1.53
62	4.48
63	4.89
64	0.39
65	4.76
66	0.40
67	1.83
68	3.65
69	1.76
70	2.70
71	2.22
72	3.69
73	3.96
74	1.38
75	2.97
76	2.85
77	1.38
78	0.83
79	1.94
80	4.23
81	1.79
82	2.30
83	1.61
84	0.65
85	3.14
86	0.10
87	0.96
88	3.38
