1	3.22
2	2.47
3	4.35
4	0.35
5	1.87
6	2.77
7	1.53
8	1.28
9	1.33
10	0.68
11	2.59
12	4.35
13	3.18
14	3.91
15	3.42
16	4.52
17	2.17
18	2.64
19	1.76
20	1.03
21	4.31
22	4.19
23	2.88
24	0.38
25	1.22
26	0.21
27	4.22
28	2.93
29	2.65
30	4.49
31	4.64
32	4.31
33	0.18
34	3.83
35	2.53
36	4.05
37	2.97
38	3.15
39	1.28
40	0.87
41	2.46
42	3.12
43	4.27
44	2.92
45	1.58
46	4.93
47	1.35
48	1.06
49	0.05
50	2.08
51	2.66
52	0.18
53	1.39
54	2.88
55	0.60
56	1.07
57	3.75
58	0.66
59	0.39
60	4.85
61	0.74
62	0.31
63	4.39
64	2.64
65	0.44
66	0.62
67	0.60
68	0.28
69	0.19
70	1.64
71	0.89
72	1.35
73	1.89
74	4.91
75	4.81
76	1.80
77	2.44
78	1.74
79	0.45
80	0.69
81	1.24
82	1.22
83	4.30
84	4.39
85	2.07
86	0.19
87	3.24
88	0.69
89	4.17
90	1.14
91	2.26
92	4.81
93	2.89
94	2.59
95	3.19
96	1.31
